"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
2445,-8.065791,-34.890293,133.623333333333,131.39,136.323333333333,130.69,113.923333333333,129.423333333333,0,2,4,2,0,0
1308,-8.070525,-34.893181,109.04,121.59,125.14,109.14,112.59,108.19,0,1,3,1,1,1
2488,-8.065564,-34.896988,118.69,99.99,116.14,103.04,125.84,95.49,1,2,3,2,1,0
285,-8.076082,-34.899818,124.59,102.656666666667,124.623333333333,128.29,135.256666666667,138.39,2,1,1,1,2,2
873,-8.072648,-34.900661,119.19,118.24,118.29,123.04,141.69,131.09,1,1,1,1,2,2
290,-8.076043,-34.899834,123.256666666667,116.256666666667,120.59,132.89,134.423333333333,137.023333333333,2,1,1,1,2,2
541,-8.074502,-34.900291,119.756666666667,114.356666666667,117.323333333333,124.523333333333,139.123333333333,135.29,1,1,1,1,2,2
2691,-8.063856,-34.889084,125.323333333333,125.156666666667,133.356666666667,133.423333333333,127.356666666667,139.09,1,2,4,2,0,1
127,-8.076911,-34.899551,123.956666666667,109.123333333333,121.99,135.623333333333,136.79,142.356666666667,2,1,1,1,2,2
2625,-8.064294,-34.885437,114.056666666667,141.723333333333,132.99,125.49,136.456666666667,139.79,1,2,5,2,0,1
2778,-8.063228,-34.888702,121.065,127.84,135.59,125.715,131.39,139.115,1,2,4,2,0,1
721,-8.073289,-34.890606,97.4566666666667,135.823333333333,125.656666666667,112.456666666667,114.256666666667,142.556666666667,1,0,3,0,1,1
1733,-8.069234,-34.89566,107.09,131.09,118.94,108.84,111.09,115.69,0,1,2,1,1,0
1709,-8.06928,-34.888081,128.09,135.856666666667,130.49,123.156666666667,109.023333333333,128.656666666667,0,1,4,1,0,1
332,-8.075844,-34.894093,110.456666666667,115.39,119.256666666667,113.356666666667,127.59,138.956666666667,1,0,2,0,2,2
481,-8.074954,-34.891327,120.79,125.59,124.723333333333,100.323333333333,128.49,146.323333333333,1,0,3,0,1,2
664,-8.073777,-34.898407,116.34,102.24,93.69,105.99,130.84,132.39,1,0,1,0,2,2
2230,-8.066914,-34.893795,120.69,133.556666666667,127.59,123.556666666667,120.356666666667,108.223333333333,0,1,3,1,0,0
1743,-8.069219,-34.900543,122.156666666667,123.756666666667,119.09,122.69,131.29,118.123333333333,1,1,2,1,2,1
1441,-8.069989,-34.896049,93.2233333333333,120.623333333333,117.423333333333,105.556666666667,117.29,117.99,0,1,2,1,1,1
1047,-8.072025,-34.892227,115.99,124.94,129.89,106.44,98.39,128.99,0,0,3,0,1,1
570,-8.07433,-34.900322,124.39,113.69,111.24,127.19,138.84,137.59,1,1,1,1,2,2
32,-8.077463,-34.899136,120.69,83.79,122.115,124.89,130.94,138.315,2,0,1,0,3,2
2305,-8.066428,-34.896801,126.99,99.89,124.54,107.29,124.59,89.89,0,1,3,1,1,0
2950,-8.059352,-34.906792,139.59,118.44,135.49,131.84,139.54,132.59,3,4,3,4,3,2
2021,-8.068479,-34.89724,102.79,117.923333333333,116.156666666667,109.756666666667,127.69,107.723333333333,0,1,2,1,1,0
623,-8.074086,-34.899586,116.99,104.923333333333,97.5233333333333,110.523333333333,134.056666666667,138.556666666667,1,1,1,1,2,2
962,-8.072454,-34.893047,105.123333333333,119.523333333333,111.29,95.5233333333333,112.69,122.523333333333,0,0,3,0,1,1
2786,-8.063136,-34.897278,129.94,95.19,121.24,96.39,127.99,110.94,1,2,3,2,1,0
2247,-8.066821,-34.892658,135.29,123.856666666667,131.69,129.923333333333,124.156666666667,100.79,0,1,3,1,0,0
1452,-8.069961,-34.897476,108.49,118.456666666667,122.223333333333,116.723333333333,123.456666666667,107.89,1,1,2,1,1,1
171,-8.076553,-34.89967,121.69,107.223333333333,121.39,127.69,136.69,138.823333333333,2,1,1,1,2,2
1281,-8.070624,-34.892899,104.89,120.74,123.49,107.19,110.94,112.69,0,1,3,1,1,1
435,-8.075356,-34.900066,123.94,113.89,122.39,135.19,135.39,135.84,2,1,1,1,2,2
616,-8.074121,-34.890335,97.79,134.156666666667,119.99,121.656666666667,120.89,135.756666666667,1,0,3,0,1,2
813,-8.072907,-34.895863,99.99,116.556666666667,122.323333333333,106.19,122.19,123.156666666667,1,0,2,0,1,1
2573,-8.06489,-34.889542,137.09,133.69,132.623333333333,131.556666666667,127.656666666667,133.49,0,2,4,2,0,1
2433,-8.065796,-34.889847,139.623333333333,127.956666666667,135.523333333333,123.856666666667,103.356666666667,134.49,0,2,4,2,0,0
302,-8.075984,-34.896126,116.04,105.29,128.39,127.89,125.59,135.54,1,0,2,0,2,2
1825,-8.068961,-34.895958,108.44,121.29,117.24,108.89,115.04,109.19,0,1,2,1,1,0
21,-8.077502,-34.899303,123.256666666667,91.1566666666667,118.49,129.19,134.123333333333,136.556666666667,2,0,1,0,3,2
2304,-8.066436,-34.893555,119.09,132.323333333333,129.023333333333,120.79,120.09,114.323333333333,0,1,3,1,0,0
2212,-8.066996,-34.893829,125.29,132.823333333333,130.256666666667,122.49,124.123333333333,107.59,0,1,3,1,0,0
2706,-8.063772,-34.897038,126.19,109.99,126.34,116.39,126.14,112.49,1,2,3,2,1,0
1592,-8.069596,-34.9007,127.49,127.39,117.39,127.456666666667,131.356666666667,120.123333333333,1,1,2,1,2,1
1443,-8.069985,-34.897453,107.64,118.84,119.29,110.69,116.59,110.19,1,1,2,1,1,1
1245,-8.070731,-34.892284,103.19,129.323333333333,122.923333333333,111.79,107.323333333333,127.29,0,1,3,1,1,1
415,-8.075447,-34.892899,116.523333333333,132.023333333333,131.09,108.723333333333,129.99,134.556666666667,1,0,3,0,2,2
2560,-8.064991,-34.894054,132.29,112.523333333333,128.123333333333,128.09,117.29,114.823333333333,0,2,3,2,0,0
2470,-8.065681,-34.892601,138.59,126.09,127.89,127.723333333333,118.523333333333,115.856666666667,0,2,3,2,0,0
1100,-8.071592,-34.900784,122.29,118.89,121.923333333333,117.823333333333,135.756666666667,129.89,1,1,1,1,2,1
990,-8.072378,-34.892342,110.223333333333,116.656666666667,123.023333333333,92.3566666666667,96.8233333333333,131.123333333333,0,0,3,0,1,1
347,-8.075751,-34.899929,119.556666666667,120.99,119.99,130.79,135.556666666667,141.023333333333,2,1,1,1,2,2
1673,-8.069371,-34.898918,110.856666666667,113.723333333333,117.656666666667,112.79,120.423333333333,106.99,1,1,2,1,2,1
1963,-8.068603,-34.896492,108.99,117.923333333333,116.123333333333,109.19,118.69,105.723333333333,0,1,2,1,1,0
1570,-8.069642,-34.894775,99.515,121.015,121.465,113.765,106.94,111.165,0,1,2,1,1,1
2108,-8.067963,-34.900387,104.99,112.74,108.69,108.94,118.74,101.54,1,1,2,1,2,1
566,-8.074356,-34.900341,122.623333333333,115.856666666667,110.79,121.856666666667,138.123333333333,130.623333333333,1,1,1,1,2,2
2554,-8.065003,-34.885441,119.756666666667,132.456666666667,139.456666666667,123.456666666667,118.09,135.89,1,2,5,2,0,1
1767,-8.069141,-34.891319,118.656666666667,131.823333333333,130.223333333333,117.823333333333,87.0233333333333,136.756666666667,0,1,3,1,0,1
2347,-8.066082,-34.888832,125.64,137.04,132.565,127.84,104.115,141.54,0,2,4,2,0,1
595,-8.074224,-34.890263,103.223333333333,142.323333333333,124.39,121.89,122.556666666667,136.223333333333,9.88774713770393,0,3,0,1,2
2675,-8.06393,-34.889126,125.49,130.99,132.165,134.465,131.94,140.415,1,2,4,2,0,1
1107,-8.071556,-34.900784,118.556666666667,113.89,118.79,116.29,134.056666666667,129.523333333333,1,1,1,1,2,1
1954,-8.068623,-34.897186,112.79,117.04,118.19,111.04,129.99,109.79,0,1,2,1,1,0
2690,-8.063861,-34.894207,134.723333333333,118.99,130.323333333333,131.29,139.49,122.356666666667,0,2,3,2,1,0
2759,-8.063457,-34.886429,126.99,137.623333333333,142.123333333333,135.39,146.59,145.956666666667,1,3,5,3,0,1
384,-8.075522,-34.900009,122.64,112.09,123.59,125.39,136.64,139.49,2,1,1,1,2,2
1876,-8.068832,-34.900352,105.29,113.323333333333,119.69,120.156666666667,125.756666666667,101.29,1,1,2,1,2,1
2047,-8.068357,-34.899361,110.79,112.29,119.39,104.123333333333,121.956666666667,106.856666666667,1,1,2,1,2,1
2760,-8.063421,-34.888821,119.256666666667,129.39,136.99,133.29,129.023333333333,136.023333333333,1,2,4,2,0,1
2659,-8.064014,-34.894512,137.756666666667,113.423333333333,128.19,133.656666666667,129.423333333333,121.523333333333,0,2,3,2,1,0
2333,-8.06621,-34.889225,124.04,134.44,132.29,122.64,92.04,139.89,0,2,4,2,0,1
812,-8.072911,-34.895523,95.39,125.123333333333,90.29,107.59,119.556666666667,128.123333333333,1,0,2,0,1,1
1315,-8.0705,-34.900902,121.19,128.74,127.14,122.64,128.79,126.89,1,1,1,1,2,1
505,-8.074732,-34.900272,117.656666666667,117.023333333333,116.256666666667,127.123333333333,138.49,136.723333333333,1,1,1,1,2,2
2717,-8.063701,-34.896912,133.29,105.49,130.79,121.94,124.39,113.84,1,2,3,2,1,0
119,-8.076956,-34.897385,118.723333333333,83.8566666666667,128.623333333333,120.956666666667,130.123333333333,139.523333333333,1,0,2,0,2,2
1349,-8.070385,-34.897194,96.79,117.94,119.64,111.19,122.54,113.24,0,1,2,1,1,1
2303,-8.06644,-34.889587,126.69,124.923333333333,133.723333333333,107.156666666667,105.756666666667,140.99,0,2,4,2,0,1
2944,-8.059566,-34.906521,137.09,130.84,131.14,131.74,136.39,129.54,3,4,3,4,3,2
176,-8.076526,-34.896305,113.69,91.39,132.09,117.04,133.44,135.44,1,0,2,0,2,2
2894,-8.061462,-34.902924,133.623333333333,114.956666666667,130.156666666667,134.49,129.79,129.856666666667,2,3,3,3,2,1
495,-8.07481,-34.890869,124.39,125.056666666667,130.623333333333,98.49,129.123333333333,145.123333333333,1,0,3,0,1,2
2602,-8.064569,-34.893421,131.39,121.84,130.94,120.09,125.74,121.94,0,2,3,2,0,0
2050,-8.06833,-34.896645,106.44,103.99,107.19,92.19,117.19,109.34,0,1,2,1,1,0
1812,-8.069006,-34.899876,101.09,113.19,119.59,109.99,116.19,103.756666666667,1,1,2,1,2,1
125,-8.076917,-34.899548,123.156666666667,109.423333333333,121.923333333333,134.39,133.556666666667,138.69,2,1,1,1,2,2
2118,-8.067885,-34.890522,118.94,128.09,127.24,110.115,98.865,128.015,0,1,3,1,0,1
1703,-8.069289,-34.900589,126.923333333333,125.323333333333,124.056666666667,128.09,131.39,117.356666666667,1,1,2,1,2,1
652,-8.073855,-34.898685,118.89,102.415,89.015,107.715,132.615,133.19,1,0,1,0,2,2
194,-8.076431,-34.896008,115.956666666667,108.956666666667,130.59,118.59,126.123333333333,142.123333333333,1,0,2,0,2,2
2537,-8.065147,-34.897022,122.29,101.423333333333,120.39,97.0233333333333,122.356666666667,108.79,1,2,3,2,1,0
2129,-8.06778,-34.900604,108.79,108.19,110.59,104.89,115.656666666667,111.323333333333,1,2,2,2,2,1
280,-8.076112,-34.894768,115.323333333333,100.423333333333,130.69,106.723333333333,133.79,135.69,1,0,2,0,2,2
1961,-8.068607,-34.889557,128.723333333333,133.056666666667,136.556666666667,115.823333333333,109.69,133.556666666667,0,1,4,1,0,1
2873,-8.062162,-34.901833,127.823333333333,115.856666666667,132.09,128.79,127.256666666667,118.923333333333,2,3,3,3,2,1
1434,-8.070005,-34.897434,104.94,113.89,121.54,108.29,118.49,106.69,1,1,2,1,1,1
2030,-8.068453,-34.896824,109.59,124.09,115.956666666667,115.056666666667,120.39,117.59,0,1,2,1,1,0
817,-8.072897,-34.896633,101.74,117.94,121.14,95.44,120.49,128.59,1,0,2,0,2,1
2178,-8.067166,-34.894138,122.656666666667,121.756666666667,125.156666666667,122.156666666667,124.556666666667,104.69,0,1,3,1,0,0
2938,-8.059994,-34.906029,137.54,134.19,133.39,130.24,138.64,130.39,3,3,3,3,3,2
283,-8.0761,-34.899815,118.09,109.39,116.456666666667,132.056666666667,135.29,138.656666666667,2,1,1,1,2,2
2438,-8.065793,-34.889816,136.056666666667,131.723333333333,136.623333333333,124.69,101.956666666667,131.256666666667,0,2,4,2,0,0
331,-8.075845,-34.89991,127.09,114.59,122.99,131.956666666667,139.49,142.323333333333,2,1,1,1,2,2
2924,-8.060699,-34.905231,135.34,121.128888888889,131.362222222222,127.145555555556,128.956666666667,134.851111111111,2,3,3,3,3,2
798,-8.072939,-34.895676,105.29,121.523333333333,106.556666666667,108.756666666667,122.556666666667,126.123333333333,1,0,2,0,1,1
247,-8.076291,-34.896008,123.623333333333,111.756666666667,135.023333333333,128.89,134.423333333333,139.09,1,0,2,0,2,2
2748,-8.063548,-34.895119,136.29,104.84,127.59,130.09,128.94,115.89,1,2,3,2,1,0
24,-8.077494,-34.899319,118.59,102.34,109.89,131.59,133.64,137.59,2,0,1,0,3,2
1746,-8.069201,-34.895741,106.456666666667,128.256666666667,120.79,109.49,115.923333333333,122.29,0,1,2,1,1,0
2169,-8.06722,-34.896782,117.223333333333,108.523333333333,105.923333333333,92.7233333333333,115.29,97.99,0,1,2,1,1,0
1378,-8.07021,-34.900913,118.04,125.09,118.89,127.89,131.19,125.84,1,1,1,1,2,1
71,-8.077293,-34.898491,113.59,86.4233333333333,123.29,126.923333333333,130.423333333333,135.99,2,0,1,0,2,2
869,-8.072671,-34.894939,104.74,121.54,103.59,101.59,113.34,129.59,0,0,2,0,1,1
2066,-8.068204,-34.899822,110.39,106.156666666667,119.59,101.156666666667,126.823333333333,98.79,1,1,2,1,2,1
582,-8.07427,-34.900341,114.64,115.69,91.19,113.99,135.24,140.54,1,1,1,1,2,2
299,-8.076002,-34.89444,113.79,111.19,130.39,104.79,124.19,140.323333333333,1,0,2,0,2,2
131,-8.076878,-34.899548,128.156666666667,109.723333333333,119.223333333333,135.856666666667,135.623333333333,140.99,2,1,1,1,2,2
2742,-8.063576,-34.89555,138.19,104.54,127.54,133.04,133.09,121.44,1,2,3,2,1,0
559,-8.0744,-34.900311,109.64,104.74,113.49,123.59,142.34,131.39,1,1,1,1,2,2
670,-8.073764,-34.898315,120.99,101.09,94.94,103.69,137.59,132.04,1,0,2,0,2,2
1263,-8.070678,-34.892811,106.19,122.523333333333,122.79,103.29,109.456666666667,105.323333333333,0,1,3,1,1,1
475,-8.075007,-34.900158,119.59,119.423333333333,122.09,130.99,137.69,139.923333333333,2,1,1,1,2,2
1095,-8.071661,-34.897163,101.123333333333,116.323333333333,121.723333333333,113.556666666667,133.723333333333,117.023333333333,1,1,2,1,1,1
303,-8.075981,-34.899849,124.723333333333,117.756666666667,126.156666666667,129.056666666667,137.09,137.656666666667,2,1,1,1,2,2
767,-8.073116,-34.896343,98.8566666666667,102.69,119.756666666667,99.3233333333333,117.856666666667,128.89,1,0,2,0,1,1
1883,-8.068824,-34.889622,131.656666666667,129.723333333333,133.79,113.89,100.656666666667,132.923333333333,0,1,3,1,0,1
1760,-8.06916,-34.889584,124.79,131.856666666667,131.356666666667,116.856666666667,103.39,131.356666666667,0,1,3,1,0,1
2582,-8.064793,-34.89418,137.456666666667,109.856666666667,130.123333333333,131.39,115.456666666667,113.523333333333,0,2,3,2,0,0
2497,-8.065487,-34.893787,126.19,116.64,125.44,126.19,123.99,115.24,0,2,3,2,0,0
388,-8.075513,-34.893074,120.59,122.056666666667,125.956666666667,104.79,132.023333333333,136.69,1,0,2,0,2,2
1250,-8.070716,-34.892654,98.34,129.89,121.19,106.89,108.39,111.39,0,1,3,1,1,1
1242,-8.070737,-34.892319,107.556666666667,125.556666666667,121.356666666667,112.223333333333,105.823333333333,120.223333333333,0,1,3,1,1,1
1958,-8.06861,-34.896439,106.69,118.79,111.74,106.49,125.84,111.29,0,1,2,1,1,0
636,-8.073994,-34.899212,119.956666666667,106.256666666667,92.9233333333333,111.19,133.19,136.323333333333,1,1,1,1,2,2
2923,-8.0607,-34.905228,134.04,124.74,125.89,129.99,128.14,132.74,2,3,3,3,3,2
1849,-8.068886,-34.896069,103.09,116.656666666667,112.19,101.056666666667,122.456666666667,120.59,0,1,2,1,1,0
1763,-8.069149,-34.900532,122.79,123.19,116.823333333333,124.923333333333,129.856666666667,115.49,1,1,2,1,2,1
1912,-8.068719,-34.897778,99.74,111.69,112.04,104.79,126.64,107.79,1,1,2,1,1,1
1846,-8.0689,-34.896038,108.923333333333,117.723333333333,113.656666666667,101.523333333333,117.923333333333,110.623333333333,0,1,2,1,1,0
921,-8.072541,-34.896305,110.89,111.49,117.99,102.84,114.49,131.24,1,0,2,0,1,1
884,-8.072622,-34.890793,101.34,125.94,118.04,107.09,112.09,133.54,0,1,3,1,1,1
1149,-8.071233,-34.892025,107.823333333333,127.19,130.923333333333,107.09,89.7233333333333,138.556666666667,0,1,3,1,1,1
1299,-8.070557,-34.89621,106.09,110.09,119.59,99.29,125.39,114.79,0,1,2,1,1,1
